event_id,person_id,datetime,city,area,latitude,longitude,source,confidence
LOC00718,P0091,2023-07-31 23:56:50,Surat,Sector 9 / Warehouse,8.472336,78.788877,Hotel Register,Medium
LOC00719,P0035,2022-03-30 05:48:33,Ahmedabad,Sector 14 / Market,30.537228,91.379735,Immigration,Medium
LOC00720,P0075,2022-10-04 04:11:53,Chennai,Sector 33 / Station,11.797536,86.433159,Hotel Register,Low
LOC00721,P0038,2023-03-25 19:52:58,Bangalore,Sector 27 / Warehouse,13.927875,92.71252,Immigration,Medium
LOC00722,P0083,2022-01-24 18:50:55,Kolkata,Sector 20 / Border,22.349422,87.54532,Hotel Register,High
LOC00723,P0056,2023-07-14 17:53:10,Hyderabad,Sector 33 / Warehouse,32.789225,68.388454,Hotel Register,High
LOC00724,P0045,2022-06-18 03:07:55,Mumbai,Sector 33 / Hotel,27.651764,76.187876,Border Check,High
LOC00725,P0014,2023-03-21 12:23:53,Mumbai,Sector 24 / Border,14.014453,86.2386,Border Check,High
LOC00726,P0007,2022-10-30 21:52:12,Bhopal,Sector 13 / Airport,23.685958,93.298135,CCTV,Medium
LOC00727,P0051,2022-10-30 00:29:42,Indore,Sector 41 / Airport,30.599225,89.945957,Cell Tower,Medium
LOC00728,P0012,2023-02-04 23:58:28,Chennai,Sector 14 / Airport,24.71376,96.396956,Immigration,High
LOC00729,P0093,2024-05-04 19:24:51,Bhopal,Sector 10 / Airport,28.375383,93.233399,Hotel Register,High
LOC00730,P0085,2022-05-06 13:58:52,Pune,Sector 24 / Border,26.561669,89.786341,Cell Tower,Low
LOC00731,P0040,2023-02-11 06:15:24,Delhi,Sector 23 / Airport,21.736342,71.322271,CCTV,High
LOC00732,P0008,2023-08-08 13:29:36,Pune,Sector 25 / Hotel,14.087799,93.675733,Border Check,Medium
LOC00733,P0075,2023-02-21 04:14:19,Bhopal,Sector 19 / Station,19.423569,94.606489,Immigration,Medium
LOC00734,P0011,2023-03-02 05:45:33,Kolkata,Sector 14 / Border,24.159263,76.248536,Cell Tower,Medium
LOC00735,P0009,2024-01-25 06:14:44,Jaipur,Sector 16 / Border,27.964765,69.618191,CCTV,Low
LOC00736,P0069,2023-05-05 12:49:43,Pune,Sector 3 / Airport,13.79742,89.648822,Hotel Register,High
LOC00737,P0027,2023-07-15 22:49:06,Kolkata,Sector 28 / Warehouse,27.968512,87.233441,Hotel Register,Medium
LOC00738,P0079,2024-06-26 17:40:58,Surat,Sector 41 / Market,24.946876,79.390112,Immigration,Medium
LOC00739,P0049,2023-07-22 15:24:00,Chennai,Sector 34 / Warehouse,33.840168,92.817545,Cell Tower,Medium
LOC00740,P0055,2024-05-06 00:13:54,Nagpur,Sector 25 / Station,25.85318,93.560821,Border Check,Low
LOC00741,P0052,2022-05-28 15:06:58,Bangalore,Sector 40 / Warehouse,11.826685,81.246559,Cell Tower,Low
LOC00742,P0096,2023-03-22 13:29:14,Kolkata,Sector 39 / Market,18.202277,87.727523,CCTV,Low
LOC00743,P0021,2023-11-28 15:48:10,Jaipur,Sector 43 / Station,19.164885,88.662239,Cell Tower,High
LOC00744,P0034,2023-12-17 13:26:22,Jaipur,Sector 45 / Warehouse,34.725283,81.618084,CCTV,Low
LOC00745,P0033,2022-06-10 05:25:07,Delhi,Sector 46 / Warehouse,28.007797,71.688224,Border Check,Medium
LOC00746,P0075,2022-09-19 10:46:28,Surat,Sector 12 / Airport,26.606472,85.245085,CCTV,Low
LOC00747,P0056,2023-07-05 22:58:11,Chennai,Sector 28 / Market,16.133834,83.234061,CCTV,High
LOC00748,P0075,2022-12-15 20:30:32,Ahmedabad,Sector 5 / Hotel,14.594934,83.061912,CCTV,Low
LOC00749,P0002,2023-10-10 07:47:07,Hyderabad,Sector 23 / Border,28.633748,96.113696,CCTV,Medium
LOC00750,P0025,2022-09-12 20:53:42,Indore,Sector 3 / Hotel,29.089053,70.513106,Immigration,High
LOC00751,P0070,2023-01-30 01:25:36,Bhopal,Sector 26 / Warehouse,12.934401,96.835688,Immigration,Medium
LOC00752,P0054,2023-08-09 02:04:02,Surat,Sector 13 / Market,33.482663,92.109904,Immigration,Low
LOC00753,P0046,2023-01-30 06:35:44,Lucknow,Sector 42 / Market,33.197362,69.594769,Hotel Register,Medium
LOC00754,P0013,2022-03-18 12:25:40,Pune,Sector 42 / Warehouse,10.637813,91.189061,Cell Tower,High
LOC00755,P0042,2023-06-23 11:12:36,Chennai,Sector 27 / Market,24.994497,89.812291,CCTV,Medium
LOC00756,P0066,2022-01-21 16:35:58,Nagpur,Sector 1 / Airport,30.816418,81.875742,Hotel Register,Low
LOC00757,P0047,2023-12-27 08:50:46,Lucknow,Sector 4 / Station,16.102927,85.106607,Immigration,Low
LOC00758,P0009,2022-08-09 17:38:38,Indore,Sector 49 / Station,20.378358,87.965007,Hotel Register,Medium
LOC00759,P0097,2024-04-28 08:43:17,Indore,Sector 22 / Hotel,32.447768,93.485671,Immigration,High
LOC00760,P0044,2024-01-23 14:58:51,Indore,Sector 13 / Warehouse,9.678955,71.619668,Immigration,Medium
LOC00761,P0017,2022-03-18 08:44:22,Pune,Sector 44 / Border,25.282226,72.94256,Hotel Register,Medium
LOC00762,P0094,2023-02-16 13:14:27,Bhopal,Sector 14 / Market,17.685297,72.009946,CCTV,Low
LOC00763,P0026,2023-03-25 19:37:27,Indore,Sector 15 / Market,34.282575,75.028155,Border Check,Medium
LOC00764,P0051,2023-10-07 07:25:36,Lucknow,Sector 49 / Warehouse,17.002491,69.149836,CCTV,High
LOC00765,P0043,2022-02-04 22:15:17,Bhopal,Sector 14 / Market,34.869022,80.423796,Immigration,High
LOC00766,P0026,2022-11-26 12:11:07,Surat,Sector 16 / Airport,30.00146,74.939662,Cell Tower,High
LOC00767,P0100,2022-06-27 00:56:20,Nagpur,Sector 32 / Airport,24.6576,91.783671,Border Check,Low
LOC00768,P0001,2023-06-01 05:33:39,Pune,Sector 29 / Station,29.275619,87.247282,Cell Tower,High
LOC00769,P0019,2023-01-14 12:19:51,Chennai,Sector 45 / Airport,31.779348,74.764788,CCTV,High
LOC00770,P0061,2023-10-17 18:44:03,Pune,Sector 31 / Market,8.405364,95.844043,Immigration,Low
LOC00771,P0006,2023-08-11 13:29:19,Lucknow,Sector 17 / Station,25.397931,77.363959,Immigration,High
LOC00772,P0036,2023-11-02 15:58:04,Kolkata,Sector 27 / Warehouse,26.168175,95.266642,Hotel Register,Low
LOC00773,P0027,2023-02-03 00:26:43,Hyderabad,Sector 6 / Market,28.259463,87.505887,Border Check,High
LOC00774,P0028,2022-07-04 06:01:14,Mumbai,Sector 26 / Border,12.307511,82.608552,Cell Tower,High
LOC00775,P0006,2022-03-30 13:38:02,Lucknow,Sector 13 / Airport,8.773515,89.012185,Hotel Register,High
LOC00776,P0006,2022-05-30 16:46:39,Pune,Sector 22 / Warehouse,22.235787,68.256471,Border Check,Medium
LOC00777,P0071,2024-04-13 03:40:04,Kolkata,Sector 43 / Border,22.185854,84.190705,Border Check,High
LOC00778,P0010,2022-03-08 09:50:15,Indore,Sector 41 / Border,21.380181,78.038871,Cell Tower,High
LOC00779,P0025,2024-02-01 21:16:24,Nagpur,Sector 25 / Border,19.569204,89.332708,Immigration,High
LOC00780,P0079,2022-02-25 00:47:31,Hyderabad,Sector 14 / Border,8.394747,94.11764,Cell Tower,Low
LOC00781,P0038,2023-03-19 08:14:32,Indore,Sector 43 / Airport,8.455228,83.0282,Border Check,Medium
LOC00782,P0087,2022-02-01 09:17:57,Jaipur,Sector 48 / Airport,29.080556,75.357838,Immigration,High
LOC00783,P0048,2023-06-09 17:30:40,Bhopal,Sector 17 / Station,10.631878,84.860824,Border Check,High
LOC00784,P0045,2022-10-16 21:50:29,Nagpur,Sector 38 / Warehouse,27.65262,89.602791,Immigration,High
LOC00785,P0001,2023-06-18 13:52:03,Mumbai,Sector 35 / Market,28.831557,81.593353,Border Check,High
LOC00786,P0085,2024-01-15 18:35:55,Surat,Sector 24 / Border,20.188765,90.117045,Cell Tower,High
LOC00787,P0004,2024-02-15 22:16:11,Indore,Sector 31 / Market,23.929479,74.950448,Cell Tower,Medium
LOC00788,P0038,2024-04-26 16:56:40,Surat,Sector 38 / Airport,25.061863,87.774881,Border Check,High
LOC00789,P0094,2022-08-11 13:14:16,Kolkata,Sector 29 / Warehouse,10.147445,96.950663,Cell Tower,Low
LOC00790,P0065,2022-09-21 14:41:42,Delhi,Sector 36 / Market,17.307288,87.87057,Hotel Register,Medium
LOC00791,P0045,2022-05-15 18:10:23,Nagpur,Sector 33 / Station,33.497496,84.829817,Hotel Register,High
LOC00792,P0072,2022-09-23 10:36:11,Jaipur,Sector 7 / Warehouse,21.68077,73.870823,CCTV,Medium
LOC00793,P0067,2023-02-03 16:25:51,Jaipur,Sector 39 / Warehouse,14.938582,79.017712,Immigration,Medium
LOC00794,P0011,2022-11-27 23:31:04,Pune,Sector 17 / Market,25.871546,94.110607,Cell Tower,Medium
LOC00795,P0099,2024-01-04 03:01:20,Bhopal,Sector 26 / Border,13.238635,71.761343,Border Check,Medium
LOC00796,P0055,2022-02-02 05:49:21,Hyderabad,Sector 49 / Warehouse,26.44792,95.301029,Immigration,Low
LOC00797,P0044,2022-08-27 10:30:35,Indore,Sector 25 / Border,18.55941,94.144002,Cell Tower,High
LOC00798,P0029,2024-06-05 03:07:40,Bangalore,Sector 44 / Warehouse,12.492622,77.3247,Cell Tower,High
LOC00799,P0046,2023-05-10 19:36:32,Chennai,Sector 20 / Airport,26.612376,70.937469,Hotel Register,High
LOC00800,P0077,2023-02-25 16:13:44,Ahmedabad,Sector 11 / Border,28.032556,95.309737,Immigration,High
LOC00801,P0066,2022-08-13 15:07:01,Bangalore,Sector 24 / Hotel,19.307172,96.26223,Border Check,High
LOC00802,P0089,2023-06-06 00:17:28,Ahmedabad,Sector 46 / Station,12.113139,82.231341,Border Check,High
LOC00803,P0035,2023-12-17 15:59:20,Hyderabad,Sector 35 / Warehouse,27.257935,70.838367,Cell Tower,High
LOC00804,P0045,2023-02-04 23:39:53,Ahmedabad,Sector 48 / Border,33.416584,82.602405,CCTV,High
LOC00805,P0035,2023-03-29 14:29:53,Bhopal,Sector 8 / Border,13.469117,87.948602,Immigration,High
LOC00806,P0068,2023-09-01 12:09:41,Delhi,Sector 48 / Border,21.808992,79.438459,CCTV,High
LOC00807,P0067,2023-08-11 02:36:10,Surat,Sector 36 / Station,26.529838,76.134416,Hotel Register,High
LOC00808,P0017,2023-10-19 22:52:02,Pune,Sector 43 / Hotel,31.946532,74.516284,Immigration,Low
LOC00809,P0037,2023-10-18 06:23:41,Bhopal,Sector 20 / Market,30.983974,94.949327,Immigration,Medium
LOC00810,P0100,2022-10-25 05:54:00,Lucknow,Sector 20 / Hotel,28.556081,86.227404,Immigration,High
LOC00811,P0065,2023-02-02 14:42:21,Jaipur,Sector 28 / Border,16.527472,89.751227,Cell Tower,Low
LOC00812,P0072,2022-03-20 09:21:41,Lucknow,Sector 14 / Hotel,30.294564,87.50096,CCTV,High
LOC00813,P0096,2023-05-16 06:12:51,Hyderabad,Sector 12 / Border,25.787129,92.342875,Immigration,High
LOC00814,P0077,2022-11-03 09:18:35,Bhopal,Sector 37 / Market,28.734172,72.229294,Immigration,Medium
LOC00815,P0018,2023-04-24 07:22:39,Nagpur,Sector 38 / Market,23.436317,71.706002,Hotel Register,Low
LOC00816,P0086,2023-03-15 08:45:17,Lucknow,Sector 46 / Hotel,30.328705,72.732019,Cell Tower,High
LOC00817,P0022,2024-03-19 10:09:43,Delhi,Sector 33 / Border,8.738843,71.485938,CCTV,Low
LOC00818,P0021,2023-03-13 11:09:57,Chennai,Sector 5 / Warehouse,25.933838,71.655476,Border Check,Medium
LOC00819,P0052,2022-09-16 09:14:29,Bangalore,Sector 27 / Station,30.635797,95.62352,CCTV,Low
LOC00820,P0054,2022-09-24 11:58:26,Kolkata,Sector 42 / Warehouse,19.354716,82.366133,Border Check,Low
LOC00821,P0007,2022-02-18 02:52:03,Jaipur,Sector 37 / Airport,34.234494,93.499704,Cell Tower,Medium
LOC00822,P0030,2024-06-20 16:46:08,Lucknow,Sector 22 / Warehouse,20.233946,75.39229,Border Check,Low
LOC00823,P0012,2023-05-02 20:49:04,Mumbai,Sector 44 / Warehouse,31.638628,84.133169,Cell Tower,High
LOC00824,P0089,2024-01-06 23:30:53,Mumbai,Sector 35 / Market,21.533247,82.143259,Hotel Register,High
LOC00825,P0047,2023-08-27 03:33:40,Lucknow,Sector 28 / Station,14.367928,73.956169,Immigration,Medium
LOC00826,P0008,2023-10-26 14:04:36,Lucknow,Sector 24 / Border,10.133943,92.882774,Border Check,High
LOC00827,P0002,2024-04-28 00:16:57,Delhi,Sector 32 / Warehouse,29.182512,90.876348,Hotel Register,High
LOC00828,P0056,2022-12-03 13:33:21,Bhopal,Sector 38 / Market,29.869489,73.617005,Cell Tower,High
LOC00829,P0070,2024-06-15 02:59:19,Pune,Sector 28 / Station,23.904901,69.568164,Cell Tower,Medium
LOC00830,P0023,2023-04-28 16:12:28,Hyderabad,Sector 42 / Border,11.722486,74.873068,Hotel Register,Low
LOC00831,P0001,2022-05-30 12:43:01,Mumbai,Sector 48 / Airport,31.845941,94.213908,Border Check,High
LOC00832,P0052,2023-08-26 05:57:14,Pune,Sector 25 / Station,9.409447,70.723583,Border Check,Medium
LOC00833,P0019,2022-04-15 08:45:32,Indore,Sector 32 / Border,14.188456,72.269738,Immigration,Low
LOC00834,P0017,2022-04-23 02:35:01,Lucknow,Sector 13 / Market,23.878188,87.940216,Immigration,Medium
LOC00835,P0025,2023-08-28 02:12:47,Kolkata,Sector 23 / Hotel,13.040485,80.419819,Cell Tower,Medium
LOC00836,P0058,2023-06-20 22:33:57,Lucknow,Sector 10 / Airport,16.944399,85.970025,CCTV,Low
LOC00837,P0069,2024-01-12 06:13:36,Mumbai,Sector 8 / Border,12.011703,90.090928,Immigration,High
LOC00838,P0083,2022-08-19 19:11:45,Nagpur,Sector 45 / Border,16.630233,70.687584,Border Check,Low
LOC00839,P0007,2022-11-23 09:51:18,Kolkata,Sector 2 / Airport,26.608122,82.102429,Hotel Register,High
LOC00840,P0024,2022-04-26 06:26:53,Chennai,Sector 40 / Market,29.936221,68.992144,Border Check,Medium
LOC00841,P0075,2022-05-01 08:43:06,Ahmedabad,Sector 1 / Warehouse,20.682671,70.84353,Immigration,Low
LOC00842,P0066,2023-03-07 15:48:22,Ahmedabad,Sector 48 / Station,26.58855,94.54139,CCTV,Medium
LOC00843,P0100,2024-02-08 09:21:31,Kolkata,Sector 39 / Airport,11.77169,92.984663,Border Check,Low
LOC00844,P0028,2022-08-01 05:57:25,Jaipur,Sector 45 / Hotel,31.595446,73.832455,Border Check,Medium
LOC00845,P0040,2023-08-07 15:46:07,Chennai,Sector 11 / Station,18.197061,85.155779,CCTV,Medium
LOC00846,P0084,2022-09-05 13:38:10,Bhopal,Sector 3 / Market,23.654369,90.519061,Hotel Register,Medium
LOC00847,P0031,2022-11-16 23:59:03,Indore,Sector 9 / Hotel,21.080616,68.489301,Immigration,Medium
LOC00848,P0031,2024-03-14 22:38:30,Lucknow,Sector 2 / Border,25.914527,69.018609,Border Check,Low
LOC00849,P0035,2023-08-12 12:53:31,Lucknow,Sector 36 / Station,19.568465,74.456152,Cell Tower,Low
LOC00850,P0078,2022-09-27 12:04:00,Bangalore,Sector 22 / Warehouse,32.739091,86.268087,Border Check,High
LOC00851,P0070,2022-10-29 21:19:49,Delhi,Sector 32 / Hotel,15.694703,68.743899,CCTV,Medium
LOC00852,P0014,2023-08-23 08:38:00,Kolkata,Sector 27 / Market,14.548229,77.572788,Border Check,Low
LOC00853,P0002,2022-03-19 00:42:23,Pune,Sector 3 / Market,34.692233,85.377039,Cell Tower,High
LOC00854,P0080,2023-01-08 07:28:09,Bhopal,Sector 36 / Market,20.453095,96.87082,Hotel Register,High
LOC00855,P0072,2023-07-26 16:19:30,Ahmedabad,Sector 37 / Border,17.814801,74.154146,CCTV,Medium
LOC00856,P0095,2022-10-25 10:47:04,Indore,Sector 27 / Airport,13.793115,75.074999,Immigration,High
LOC00857,P0067,2022-08-29 12:54:50,Lucknow,Sector 30 / Market,9.094371,81.198451,CCTV,Low
LOC00858,P0071,2022-05-21 17:43:56,Nagpur,Sector 46 / Border,27.717987,82.196714,CCTV,Low
LOC00859,P0024,2024-03-03 21:12:03,Bhopal,Sector 44 / Border,17.206505,94.815359,Cell Tower,Low
LOC00860,P0084,2023-01-24 10:55:35,Mumbai,Sector 17 / Market,28.068561,73.699591,CCTV,High
LOC00861,P0094,2023-09-27 06:59:10,Indore,Sector 11 / Market,19.010557,79.653189,CCTV,Low
LOC00862,P0084,2023-05-15 05:39:32,Pune,Sector 16 / Border,29.066632,85.173968,Hotel Register,High
LOC00863,P0093,2022-01-30 05:54:32,Indore,Sector 45 / Warehouse,26.847795,73.149061,Cell Tower,High
LOC00864,P0093,2023-06-08 21:00:11,Nagpur,Sector 28 / Airport,28.454786,93.29072,Border Check,High
LOC00865,P0030,2022-12-21 03:40:56,Mumbai,Sector 11 / Station,28.071856,77.147059,Immigration,High
LOC00866,P0090,2023-03-29 14:11:37,Nagpur,Sector 42 / Warehouse,12.982292,81.578677,Border Check,Low
LOC00867,P0030,2023-06-28 03:08:14,Pune,Sector 2 / Airport,26.646594,72.30656,Hotel Register,High
LOC00868,P0055,2022-02-11 02:40:05,Delhi,Sector 35 / Warehouse,10.888553,73.368975,Border Check,High
LOC00869,P0062,2023-06-22 16:52:59,Hyderabad,Sector 36 / Warehouse,9.652059,91.917634,Border Check,High
LOC00870,P0012,2022-09-28 20:12:47,Bangalore,Sector 50 / Warehouse,29.373868,80.044063,Border Check,High
LOC00871,P0008,2022-02-02 14:51:40,Mumbai,Sector 18 / Airport,12.818806,93.044433,Hotel Register,High
LOC00872,P0005,2023-08-14 02:04:38,Ahmedabad,Sector 41 / Warehouse,20.46063,77.325203,CCTV,Medium
LOC00873,P0081,2022-03-27 22:04:53,Mumbai,Sector 21 / Market,25.931673,76.780667,Border Check,High
LOC00874,P0093,2022-12-18 01:53:04,Indore,Sector 8 / Station,32.44513,81.212946,Hotel Register,High
LOC00875,P0067,2023-02-09 14:51:02,Bangalore,Sector 13 / Hotel,9.484579,82.065532,Immigration,High
LOC00876,P0057,2023-08-27 03:18:38,Ahmedabad,Sector 16 / Border,32.601356,96.193226,Immigration,High
LOC00877,P0005,2023-01-14 03:19:07,Chennai,Sector 17 / Border,27.015088,82.54893,CCTV,Low
LOC00878,P0041,2023-02-24 02:02:36,Nagpur,Sector 23 / Hotel,14.139063,96.110119,Immigration,High
LOC00879,P0044,2022-03-08 05:29:21,Ahmedabad,Sector 15 / Border,28.116196,76.734099,Cell Tower,High
LOC00880,P0046,2024-02-23 07:43:12,Bangalore,Sector 47 / Warehouse,27.468903,81.817736,CCTV,High
LOC00881,P0062,2022-07-17 11:46:26,Lucknow,Sector 13 / Warehouse,18.182779,92.39502,CCTV,Medium
LOC00882,P0068,2023-06-03 17:04:06,Kolkata,Sector 35 / Airport,17.456274,81.779594,Cell Tower,High
LOC00883,P0057,2023-04-08 11:30:27,Indore,Sector 28 / Station,34.633451,81.394694,CCTV,Low
LOC00884,P0014,2022-10-19 05:49:48,Delhi,Sector 3 / Station,8.566046,73.995877,Hotel Register,High
LOC00885,P0072,2023-06-26 04:54:32,Pune,Sector 5 / Airport,24.810035,95.800708,Immigration,High
LOC00886,P0002,2023-04-24 20:54:35,Surat,Sector 25 / Market,32.816709,80.437399,CCTV,High
LOC00887,P0067,2022-09-09 08:45:29,Kolkata,Sector 21 / Airport,9.640794,80.724534,Immigration,High
LOC00888,P0034,2022-11-10 07:48:37,Chennai,Sector 17 / Airport,19.089349,85.462995,Cell Tower,Low
LOC00889,P0023,2024-02-29 06:38:57,Pune,Sector 23 / Market,23.798217,88.201068,CCTV,High
LOC00890,P0069,2022-07-13 08:58:44,Hyderabad,Sector 40 / Warehouse,16.214754,70.303807,Hotel Register,High
LOC00891,P0074,2024-05-14 19:10:29,Surat,Sector 30 / Border,34.827567,81.162059,Border Check,Medium
LOC00892,P0069,2023-09-12 20:26:07,Ahmedabad,Sector 26 / Market,9.577984,73.945831,CCTV,High
LOC00893,P0087,2023-05-20 16:28:04,Bhopal,Sector 35 / Border,25.777839,90.776415,Immigration,High
LOC00894,P0074,2022-09-05 01:36:03,Indore,Sector 50 / Border,33.696992,72.082438,Hotel Register,Medium
LOC00895,P0007,2024-03-21 01:38:41,Indore,Sector 1 / Border,33.49361,86.368469,CCTV,Medium
LOC00896,P0053,2023-01-29 21:25:00,Surat,Sector 22 / Market,19.239479,84.444572,Border Check,Medium
LOC00897,P0095,2024-01-22 05:55:32,Kolkata,Sector 34 / Hotel,20.288937,81.341916,Immigration,Medium
LOC00898,P0004,2023-11-06 00:16:56,Jaipur,Sector 8 / Hotel,8.724152,96.992566,CCTV,Low
LOC00899,P0087,2022-04-17 15:28:08,Nagpur,Sector 13 / Border,23.392278,80.772214,Border Check,High
LOC00900,P0073,2022-01-16 10:57:14,Indore,Sector 13 / Market,11.129132,85.136975,Hotel Register,High
LOC00901,P0068,2022-10-16 14:01:16,Pune,Sector 34 / Airport,28.003048,77.207628,Border Check,High
LOC00902,P0011,2024-03-09 14:58:48,Hyderabad,Sector 50 / Warehouse,15.931314,75.850056,Cell Tower,High
LOC00903,P0045,2023-01-02 01:13:52,Pune,Sector 31 / Market,16.733732,89.365101,CCTV,High
LOC00904,P0062,2023-07-23 16:14:57,Chennai,Sector 33 / Station,19.777136,72.197314,CCTV,High
LOC00905,P0019,2022-05-28 22:50:57,Delhi,Sector 7 / Airport,29.791992,79.731302,Border Check,High
LOC00906,P0062,2023-11-27 13:43:30,Bhopal,Sector 37 / Airport,27.230925,82.279317,Cell Tower,High
LOC00907,P0094,2023-06-02 13:56:38,Nagpur,Sector 29 / Station,17.919334,91.402694,Cell Tower,Low
LOC00908,P0032,2022-12-17 16:28:51,Pune,Sector 46 / Warehouse,27.117655,75.56807,Border Check,High
LOC00909,P0016,2022-12-21 03:07:00,Bhopal,Sector 41 / Hotel,10.117452,82.311007,Border Check,High
LOC00910,P0030,2024-05-16 14:04:58,Kolkata,Sector 40 / Market,23.957566,73.716085,Cell Tower,Low
LOC00911,P0093,2023-05-11 13:23:32,Mumbai,Sector 33 / Market,22.197236,82.792166,Border Check,Low
LOC00912,P0049,2023-03-08 02:41:44,Delhi,Sector 29 / Market,11.570871,78.30553,CCTV,Low
LOC00913,P0045,2022-09-29 18:12:39,Lucknow,Sector 8 / Warehouse,20.923898,83.532576,Cell Tower,Medium
LOC00914,P0008,2023-07-15 06:17:59,Nagpur,Sector 43 / Airport,16.285738,75.96293,Border Check,Medium
LOC00915,P0089,2022-11-17 18:38:05,Indore,Sector 4 / Hotel,20.331113,71.139435,Hotel Register,Low
LOC00916,P0049,2023-11-30 07:20:31,Surat,Sector 38 / Market,30.753688,92.016054,Immigration,High
LOC00917,P0069,2024-02-18 16:12:10,Pune,Sector 4 / Market,20.627596,89.185899,Immigration,Low
LOC00918,P0043,2022-08-27 14:00:06,Chennai,Sector 8 / Station,34.03359,91.560873,Immigration,High
LOC00919,P0068,2023-04-16 20:08:08,Ahmedabad,Sector 17 / Hotel,32.845878,79.816936,Immigration,High
LOC00920,P0040,2023-07-02 15:30:41,Indore,Sector 44 / Border,9.177992,74.433044,CCTV,Low
LOC00921,P0017,2023-01-08 06:05:58,Chennai,Sector 8 / Airport,28.370071,71.080354,Border Check,Low
LOC00922,P0043,2022-07-04 14:07:44,Bangalore,Sector 1 / Border,22.313108,79.866827,Cell Tower,Medium
LOC00923,P0054,2023-07-09 08:02:18,Kolkata,Sector 12 / Warehouse,27.274855,95.148821,CCTV,High
LOC00924,P0028,2023-03-30 08:37:28,Indore,Sector 13 / Border,16.083789,80.035294,CCTV,High
LOC00925,P0011,2022-06-15 09:38:35,Surat,Sector 47 / Border,19.679847,93.860115,CCTV,Medium
LOC00926,P0046,2024-04-28 23:52:42,Jaipur,Sector 9 / Market,26.318151,95.776802,CCTV,High
LOC00927,P0032,2023-01-23 16:58:15,Ahmedabad,Sector 38 / Warehouse,31.931603,72.895799,Immigration,High
LOC00928,P0074,2023-03-20 15:46:11,Jaipur,Sector 12 / Market,21.373936,95.643766,CCTV,High
LOC00929,P0047,2024-04-13 20:45:14,Delhi,Sector 13 / Border,19.14306,89.789415,Immigration,Medium
LOC00930,P0078,2023-09-12 04:31:35,Chennai,Sector 14 / Border,20.842054,76.095157,Cell Tower,High
LOC00931,P0022,2022-12-06 14:07:59,Chennai,Sector 37 / Airport,33.710232,78.602185,Immigration,Low
LOC00932,P0070,2023-05-03 05:29:43,Chennai,Sector 26 / Market,15.034624,94.672885,Border Check,High
LOC00933,P0062,2022-04-24 15:05:24,Jaipur,Sector 38 / Hotel,34.273192,92.162076,Hotel Register,Medium
LOC00934,P0024,2023-07-29 06:37:24,Bhopal,Sector 14 / Station,15.346401,69.163236,CCTV,Medium
LOC00935,P0022,2023-11-29 21:23:20,Ahmedabad,Sector 47 / Warehouse,15.32051,96.350848,CCTV,High
LOC00936,P0007,2023-03-28 07:05:24,Delhi,Sector 36 / Market,22.492901,79.038609,Immigration,High
LOC00937,P0035,2022-09-09 19:40:38,Bangalore,Sector 31 / Warehouse,19.822063,88.110959,Hotel Register,High
LOC00938,P0017,2023-08-05 18:34:14,Ahmedabad,Sector 37 / Market,22.876528,88.336426,Hotel Register,High
LOC00939,P0047,2023-06-27 09:07:37,Lucknow,Sector 49 / Warehouse,28.451328,76.98506,Border Check,Medium
LOC00940,P0054,2022-10-30 21:58:56,Indore,Sector 50 / Market,9.80197,83.340753,CCTV,High
LOC00941,P0093,2023-02-15 14:02:44,Chennai,Sector 2 / Border,10.890961,80.253523,Border Check,Medium
LOC00942,P0063,2023-06-08 02:01:48,Hyderabad,Sector 45 / Border,14.624461,92.638356,Cell Tower,High
LOC00943,P0010,2023-01-17 01:35:08,Lucknow,Sector 9 / Border,9.751612,75.196808,CCTV,Medium
LOC00944,P0037,2022-10-20 19:32:20,Pune,Sector 40 / Market,28.393146,81.805185,Border Check,Medium
LOC00945,P0008,2022-01-09 02:29:23,Surat,Sector 24 / Market,15.908223,87.291923,Hotel Register,Low
LOC00946,P0071,2022-10-23 02:09:30,Mumbai,Sector 32 / Market,10.043946,91.046163,Hotel Register,High
LOC00947,P0025,2023-05-22 19:59:08,Lucknow,Sector 43 / Hotel,14.445483,85.000769,Immigration,High
LOC00948,P0020,2022-09-04 16:43:07,Indore,Sector 47 / Market,25.709537,95.785979,Hotel Register,High
LOC00949,P0008,2023-05-23 08:14:48,Nagpur,Sector 10 / Border,12.442378,94.160144,Hotel Register,High
LOC00950,P0022,2023-11-08 15:24:02,Hyderabad,Sector 47 / Warehouse,30.962302,77.264342,Cell Tower,High
LOC00951,P0076,2022-10-08 04:18:52,Chennai,Sector 31 / Station,31.160754,72.559896,Cell Tower,Medium
LOC00952,P0062,2023-05-29 07:41:15,Bangalore,Sector 15 / Airport,28.15891,72.59926,Cell Tower,High
LOC00953,P0099,2023-11-20 06:11:08,Bhopal,Sector 10 / Warehouse,20.028533,78.888661,Cell Tower,Medium
LOC00954,P0068,2022-11-09 21:17:42,Hyderabad,Sector 5 / Border,13.91209,86.071699,Immigration,High
LOC00955,P0094,2023-06-12 02:45:47,Nagpur,Sector 37 / Warehouse,34.911562,72.157351,Border Check,Medium
LOC00956,P0015,2024-05-20 05:38:27,Nagpur,Sector 15 / Airport,29.885051,82.276074,Border Check,High
LOC00957,P0066,2023-06-05 07:09:01,Surat,Sector 49 / Hotel,13.950095,82.212208,Hotel Register,High
